Date,Open,High,Low,Close,Volume,Return,MA5,MA10,MA20,Price_Change,RSI,MACD,MACD_Signal,BB_Upper,BB_Lower,Target
2020-02-07,296.974927390494,297.4248894016917,293.3752313009122,295.1750793457031,28798327.0,-1.3533714193632917,293.01524658203124,293.8251617431641,298.72975158691406,-1.7998480447908491,43.06568222862937,-1.5022697606877387,-1.4255541315008518,313.7398665932638,283.7196365805643,0
2020-02-10,289.3255239239176,295.1750290732347,288.8755619893547,294.7250671386719,30632424.0,-0.15245602983448014,295.2650512695312,293.19521179199216,298.21229553222656,5.39954321475426,41.044704353213184,-1.414509232174396,-1.4233245877238327,313.0135919207101,283.410999143743,0
2020-02-11,297.4249354573936,299.22478378088766,296.97497337652004,298.3248596191406,27524935.0,1.2214069591762966,296.43495483398436,293.0602325439453,297.8523284912109,0.8999241617470375,42.75371685230245,-1.0882490059602787,-1.3558113113185517,312.2495465857467,283.45511039667514,1
2020-02-12,300.1247230643657,302.37453358208955,299.6747609608209,301.474609375,37612639.0,1.055812029839065,297.78486328125,293.2402282714844,297.98731994628906,1.3498863106343038,41.91185051091396,-0.6083298100040224,-1.205427300540574,312.4713221537656,283.50331773881254,1
2020-02-13,304.17438199626866,304.17438199626866,301.474609375,301.474609375,22757021.0,0.0,298.23484497070314,294.90509643554685,298.2348007202148,-2.6997726212686644,45.96785970769519,-0.22840693647231092,-1.0090960797503208,312.7826012424047,283.6870001980249,0
2020-02-14,303.2744577891791,303.2744577891791,301.0246472714552,301.474609375,16933683.0,0.0,299.4947509765625,296.2549987792969,298.48228149414064,-1.7998484141791096,50.442557548686736,0.06972043519107274,-0.7925145548950138,313.07594169830696,283.8886212899743,0
2020-02-17,298.3248596191406,299.67474586176115,297.4249354573936,298.3248596191406,15937079.0,-1.0447811052444078,300.21470947265624,297.73988037109376,298.2123077392578,0.0,48.71803641321486,0.07981597609580149,-0.6175195587740658,312.5959153997765,283.82870007873913,0
2020-02-18,292.0252610674556,293.82510859329506,289.77545166015625,289.77545166015625,61825604.0,-2.865804737124178,298.50482788085935,297.4698913574219,297.424870300293,-2.249809407299324,41.91174600483235,-0.5192506785078308,-0.5978181476315928,311.8473265883574,283.00241401222854,0
2020-02-19,290.2254389110057,294.275096198136,289.77547699021346,293.8251342773437,38781218.0,1.397524391381788,296.9749328613281,297.37989807128906,296.7499282836914,3.5996953663379827,58.928515198271455,-0.6907377436048137,-0.6164380830192765,310.4680631450823,283.03179342230055,1
2020-02-20,295.175041702669,296.07496561029905,292.4752699797787,292.9252319335937,27011736.0,-0.30627139708905293,295.2650573730469,296.749951171875,295.82750701904297,-2.2498097690752843,55.140233714405916,-0.8813756093268807,-0.6695077095502381,307.771648490198,283.88336554788793,0
2020-02-21,292.9253038611779,293.8252279897836,290.6754935396635,292.475341796875,22813534.0,-0.15358531381847174,293.4652038574219,296.4799774169922,295.15256958007814,-0.44996206430289476,60.204103524474526,-1.0526453329809442,-0.7462302120941926,306.1723603069923,284.132778853164,0
2020-02-24,287.52562408447267,289.32547149658205,287.52562408447267,287.9755859375,41693680.0,-1.5385077701695948,291.3953491210938,295.805029296875,294.50012054443357,0.4499618530273324,44.31804869627408,-1.5033157361863232,-0.8977974218066553,305.6009497324146,283.3992913564525,0
2020-02-25,287.9756041343168,291.12533730453583,285.7257947270174,289.77545166015625,36195011.0,0.6250063583677745,291.3953491210938,294.95008850097656,294.0051605224609,1.799847525839425,43.67817794446552,-1.7055653374708868,-1.0594791023641295,305.01694322551896,282.9933778194029,1
2020-02-26,285.27587708573515,288.42561074441045,284.8259151344958,286.6257629394531,60479362.0,-1.0869411824425468,289.9554748535156,293.4652038574219,293.35271606445315,1.3498858537179785,33.33346790081187,-2.0771819322878287,-1.2631487593303201,304.4956217655428,282.2098103633635,0
2020-02-27,287.0756868772869,287.97561066060126,283.4759917440294,284.3759155273437,61250927.0,-0.7849424940160388,288.2456115722656,291.7553344726563,293.33021545410156,-2.6997713499432052,35.00005510524669,-2.5112909466874385,-1.5129038376717314,304.547188998069,282.11324191013415,0
2020-03-02,277.176540754999,285.27585525758013,277.176540754999,279.8763122558594,79912942.0,-1.582272979461108,285.7258056640625,289.5955047607422,292.92525177001954,2.699771500860379,31.460810297974888,-3.158611577466104,-1.842178955486842,305.4632184972962,280.38728504274286,0
2020-03-03,286.62584579347623,287.9757320374016,284.37603538693406,285.7259216308594,49679411.0,2.090069476709533,285.2758728027344,288.3356109619141,293.0377456665039,-0.8999241626168555,35.10649504321847,-3.1886984829496328,-2.1115702834635233,305.2550123058246,280.8204790271832,1
2020-03-04,289.77545327887333,289.77545327887333,285.27583443913926,288.4255676269531,42941146.0,0.9448376194518104,285.0058959960937,288.20062255859375,292.8352569580078,-1.3498856519202036,34.4084986410021,-2.9716475814886962,-2.283630412431914,305.2247981691882,280.4457157468274,1
2020-03-05,292.4752628102022,293.3751866957721,290.6754150390625,290.6754150390625,37861525.0,0.7800443735346274,285.8158264160156,287.8856506347656,292.63277435302734,-1.7998477711396959,37.755042721083136,-2.5970209992757987,-2.346321550240607,305.02463946689437,280.2409092391603,1
2020-03-06,287.9756634424603,288.4256254165892,283.4760437011719,283.4760437011719,51546760.0,-2.476773392384468,285.63585205078124,286.94073181152345,291.84534149169923,-4.499619741288427,32.456125216629744,-2.822056588061969,-2.441484369440309,304.4727405637557,279.2179424196428,0
